Date,Price
12/28/2015,2.11
12/29/2015,2.39
12/30/2015,2.28
12/31/2015,2.28
1/1/2016,2.28
1/4/2016,2.39
1/5/2016,2.33
1/6/2016,2.37
1/7/2016,2.35
1/8/2016,2.47
1/11/2016,2.54
1/12/2016,2.4
1/13/2016,2.28
1/14/2016,2.21
1/15/2016,2.18
1/18/2016,2.18
1/19/2016,2.23
1/20/2016,2.18
1/21/2016,2.22
1/22/2016,2.21
1/25/2016,2.16
1/26/2016,2.26
1/27/2016,2.26
1/28/2016,2.15
1/29/2016,2.28
2/1/2016,2.28
2/2/2016,2.07
2/3/2016,2.06
2/4/2016,2.07
2/5/2016,2.08
2/8/2016,2.23
2/9/2016,2.17
2/10/2016,2.16
2/11/2016,2.15
2/12/2016,2.08
2/15/2016,2.08
2/16/2016,1.95
2/17/2016,1.93
2/18/2016,1.89
2/19/2016,1.83
2/22/2016,1.86
2/23/2016,1.85
2/24/2016,1.85
2/25/2016,1.78
2/26/2016,1.78
2/29/2016,1.62
3/1/2016,1.57
3/2/2016,1.6
3/3/2016,1.59
3/4/2016,1.49
3/7/2016,1.56
3/8/2016,1.6
3/9/2016,1.61
3/10/2016,1.72
3/11/2016,1.74
3/14/2016,1.68
3/15/2016,1.81
3/16/2016,1.77
3/17/2016,1.84
3/18/2016,1.84
3/21/2016,1.79
3/22/2016,1.79
3/23/2016,1.79
3/24/2016,1.78
3/25/2016,1.78
3/28/2016,1.78
3/29/2016,1.77
3/30/2016,1.87
3/31/2016,1.98
4/1/2016,1.88
4/4/2016,1.96
4/5/2016,1.96
4/6/2016,1.91
4/7/2016,1.96
4/8/2016,1.99
4/11/2016,1.9
4/12/2016,1.97
4/13/2016,2.01
4/14/2016,1.93
4/15/2016,1.71
4/18/2016,1.76
4/19/2016,1.94
4/20/2016,1.94
4/21/2016,1.96
4/22/2016,1.92
4/25/2016,1.97
4/26/2016,1.97
4/27/2016,1.88
4/28/2016,1.88
4/29/2016,1.89
5/2/2016,1.91
5/3/2016,1.94
5/4/2016,2.03
5/5/2016,2.05
5/6/2016,1.86
5/9/2016,2.01
5/10/2016,2.01
5/11/2016,2.01
5/12/2016,2.01
5/13/2016,1.96
5/16/2016,1.91
5/17/2016,1.97
5/18/2016,1.91
5/19/2016,1.83
5/20/2016,1.81
5/23/2016,1.96
5/24/2016,1.91
5/25/2016,1.77
5/26/2016,1.77
5/27/2016,1.77
5/30/2016,1.77
5/31/2016,2.12
6/1/2016,2.25
6/2/2016,2.3
6/3/2016,2.31
6/6/2016,2.32
6/7/2016,2.32
6/8/2016,2.36
6/9/2016,2.34
6/10/2016,2.46
6/13/2016,2.55
6/14/2016,2.55
6/15/2016,2.62
6/16/2016,2.62
6/17/2016,2.59
6/20/2016,2.74
6/21/2016,2.79
6/22/2016,2.82
6/23/2016,2.69
6/24/2016,2.71
6/27/2016,2.79
6/28/2016,2.89
6/29/2016,2.94
6/30/2016,2.94
7/1/2016,2.89
7/4/2016,2.89
7/5/2016,2.82
7/6/2016,2.82
7/7/2016,2.78
7/8/2016,2.8
7/11/2016,2.88
7/12/2016,2.88
7/13/2016,2.81
7/14/2016,2.79
7/15/2016,2.7
7/18/2016,2.83
7/19/2016,2.83
7/20/2016,2.76
7/21/2016,2.76
7/22/2016,2.8
7/25/2016,2.8
7/26/2016,2.84
7/27/2016,2.84
7/28/2016,2.79
7/29/2016,2.97
8/1/2016,2.97
8/2/2016,2.79
8/3/2016,2.89
8/4/2016,2.89
8/5/2016,2.88
8/8/2016,2.85
8/9/2016,2.85
8/10/2016,2.76
8/11/2016,2.7
8/12/2016,2.7
8/15/2016,2.75
8/16/2016,2.75
8/17/2016,2.76
8/18/2016,2.75
8/19/2016,2.67
8/22/2016,2.75
8/23/2016,2.75
8/24/2016,2.82
8/25/2016,2.89
8/26/2016,2.91
8/29/2016,2.97
8/30/2016,2.95
8/31/2016,2.95
9/1/2016,2.95
9/2/2016,2.88
9/5/2016,2.88
9/6/2016,2.88
9/7/2016,2.77
9/8/2016,2.88
9/9/2016,2.93
9/12/2016,3.04
9/13/2016,3.04
9/14/2016,3.07
9/15/2016,2.98
9/16/2016,2.97
9/19/2016,3
9/20/2016,3.12
9/21/2016,3.19
9/22/2016,3.18
9/23/2016,3.06
9/26/2016,3.06
9/27/2016,3.09
9/28/2016,3.07
9/29/2016,2.98
9/30/2016,2.84
10/3/2016,2.84
10/4/2016,2.83
10/5/2016,2.83
10/6/2016,3.04
10/7/2016,3.02
10/10/2016,3.18
10/11/2016,3.17
10/12/2016,3.17
10/13/2016,3.16
10/14/2016,3.18
10/17/2016,3.21
10/18/2016,3.25
10/19/2016,3.18
10/20/2016,3.12
10/21/2016,2.92
10/24/2016,2.78
10/25/2016,2.69
10/26/2016,2.69
10/27/2016,2.72
10/28/2016,2.72
10/31/2016,2.85
11/1/2016,2.53
11/2/2016,2.53
11/3/2016,2.41
11/4/2016,2.2
11/7/2016,2.37
11/8/2016,2.34
11/9/2016,2.22
11/10/2016,2.08
11/11/2016,2.08
11/14/2016,2.26
11/15/2016,2.49
11/16/2016,2.49
11/17/2016,2.37
11/18/2016,2.6
11/21/2016,2.81
11/22/2016,2.73
11/23/2016,2.76
11/24/2016,2.76
11/25/2016,2.76
11/28/2016,2.96
11/29/2016,3.02
11/30/2016,3.32
12/1/2016,3.32
12/2/2016,3.44
12/5/2016,3.44
12/6/2016,3.75
12/7/2016,3.8
12/8/2016,3.68
12/9/2016,3.75
12/12/2016,3.6
12/13/2016,3.65
12/14/2016,3.55
12/15/2016,3.56
12/16/2016,3.51
12/19/2016,3.55
12/20/2016,3.39
12/21/2016,3.5
12/22/2016,3.5
12/23/2016,3.6
12/26/2016,3.6
12/27/2016,3.7
12/28/2016,3.7
12/29/2016,3.71
12/30/2016,3.71
1/2/2017,3.71
1/3/2017,3.41
1/4/2017,3.42
1/5/2017,3.42
1/6/2017,3.38
1/9/2017,3.14
1/10/2017,3.21
1/11/2017,3.27
1/12/2017,3.36
1/13/2017,3.36
1/16/2017,3.36
1/17/2017,3.37
1/18/2017,3.26
1/19/2017,3.25
1/20/2017,3.23
1/23/2017,3.16
1/24/2017,3.16
1/25/2017,3.26
1/26/2017,3.44
1/27/2017,3.31
1/30/2017,3.22
1/31/2017,3
2/1/2017,3.15
2/2/2017,3.13
2/3/2017,3.13
2/6/2017,2.92
2/7/2017,3.03
2/8/2017,3.05
2/9/2017,3.11
2/10/2017,3.11
2/13/2017,2.93
2/14/2017,2.85
2/15/2017,2.95
2/16/2017,2.88
2/17/2017,2.75
2/20/2017,2.75
2/21/2017,2.56
2/22/2017,2.52
2/23/2017,2.63
2/24/2017,2.63
2/27/2017,2.44
2/28/2017,2.54
3/1/2017,2.54
3/2/2017,2.59
3/3/2017,2.5
3/6/2017,2.68
3/7/2017,2.68
3/8/2017,2.59
3/9/2017,2.83
3/10/2017,2.98
3/13/2017,3.04
3/14/2017,3.02
3/15/2017,3.02
3/16/2017,2.84
3/17/2017,2.85
3/20/2017,2.93
3/21/2017,3.09
3/22/2017,3.02
3/23/2017,2.93
3/24/2017,2.97
3/27/2017,2.94
3/28/2017,2.95
3/29/2017,3.03
3/30/2017,3.08
3/31/2017,3.13
4/3/2017,3.13
4/4/2017,3.06
4/5/2017,3.22
4/6/2017,3.23
4/7/2017,3.23
4/10/2017,3.15
4/11/2017,3.11
4/12/2017,2.97
4/13/2017,3
4/14/2017,3
4/17/2017,3.09
4/18/2017,3.11
4/19/2017,3.11
4/20/2017,3.13
4/21/2017,3.06
4/24/2017,3.06
4/25/2017,2.99
4/26/2017,3.06
4/27/2017,3.13
4/28/2017,3.2
5/1/2017,3.2
5/2/2017,3.13
5/3/2017,3.14
5/4/2017,3.11
5/5/2017,3.1
5/8/2017,3.06
5/9/2017,3.03
5/10/2017,3.03
5/11/2017,3.23
5/12/2017,3.24
5/15/2017,3.26
5/16/2017,3.27
5/17/2017,3.27
5/18/2017,3.13
5/19/2017,3.11
5/22/2017,3.24
5/23/2017,3.22
5/24/2017,3.22
5/25/2017,3.1
5/26/2017,3.1
5/29/2017,3.1
5/30/2017,3.1
5/31/2017,3.05
6/1/2017,3.05
6/2/2017,2.85
6/5/2017,2.92
6/6/2017,2.92
6/7/2017,3.06
6/8/2017,2.98
6/9/2017,3.03
6/12/2017,3.12
6/13/2017,3.12
6/14/2017,2.95
6/15/2017,2.94
6/16/2017,3.01
6/19/2017,2.87
6/20/2017,2.91
6/21/2017,2.91
6/22/2017,2.88
6/23/2017,2.89
6/26/2017,2.98
6/27/2017,2.99
6/28/2017,3.03
6/29/2017,3.07
6/30/2017,2.98
7/3/2017,2.98
7/4/2017,2.98
7/5/2017,2.98
7/6/2017,2.89
7/7/2017,2.91
7/10/2017,2.92
7/11/2017,2.98
7/12/2017,3.01
7/13/2017,2.96
7/14/2017,2.94
7/17/2017,3.04
7/18/2017,3.11
7/19/2017,3.11
7/20/2017,3.12
7/21/2017,3.06
7/24/2017,2.99
7/25/2017,2.99
7/26/2017,2.92
7/27/2017,2.95
7/28/2017,2.96
7/31/2017,2.87
8/1/2017,2.8
8/2/2017,2.8
8/3/2017,2.76
8/4/2017,2.76
8/7/2017,2.8
8/8/2017,2.81
8/9/2017,2.81
8/10/2017,2.89
8/11/2017,2.96
8/14/2017,3.02
8/15/2017,2.96
8/16/2017,2.94
8/17/2017,2.91
8/18/2017,2.9
8/21/2017,3
8/22/2017,3
8/23/2017,2.94
8/24/2017,2.97
8/25/2017,2.93
8/28/2017,2.95
8/29/2017,2.95
8/30/2017,2.95
8/31/2017,2.92
9/1/2017,2.88
9/4/2017,2.88
9/5/2017,2.88
9/6/2017,2.98
9/7/2017,2.92
9/8/2017,2.88
9/11/2017,2.88
9/12/2017,2.88
9/13/2017,3.02
9/14/2017,3.03
9/15/2017,3
9/18/2017,3.11
9/19/2017,3.18
9/20/2017,3.13
9/21/2017,3.11
9/22/2017,2.93
9/25/2017,2.96
9/26/2017,2.96
9/27/2017,2.98
9/28/2017,2.96
9/29/2017,2.94
10/2/2017,2.94
10/3/2017,2.73
10/4/2017,2.8
10/5/2017,2.8
10/6/2017,2.93
10/9/2017,2.87
10/10/2017,2.89
10/11/2017,2.89
10/12/2017,2.95
10/13/2017,2.99
10/16/2017,2.87
10/17/2017,2.88
10/18/2017,2.81
10/19/2017,2.83
10/20/2017,2.8
10/23/2017,2.95
10/24/2017,2.95
10/25/2017,2.98
10/26/2017,2.91
10/27/2017,2.78
10/30/2017,2.94
10/31/2017,2.84
11/1/2017,2.68
11/2/2017,2.68
11/3/2017,2.75
11/6/2017,3.01
11/7/2017,3.07
11/8/2017,3.16
11/9/2017,3.18
11/10/2017,3.17
11/13/2017,3.13
11/14/2017,3.06
11/15/2017,3.16
11/16/2017,3.09
11/17/2017,3.04
11/20/2017,3.04
11/21/2017,3.05
11/22/2017,3.05
11/23/2017,3.05
11/24/2017,3.05
11/27/2017,2.88
11/28/2017,2.88
11/29/2017,3.06
11/30/2017,3.06
12/1/2017,2.84
12/4/2017,2.91
12/5/2017,2.86
12/6/2017,2.86
12/7/2017,2.81
12/8/2017,2.78
12/11/2017,2.81
12/12/2017,2.87
12/13/2017,2.87
12/14/2017,2.69
12/15/2017,2.6
12/18/2017,2.71
12/19/2017,2.75
12/20/2017,2.72
12/21/2017,2.64
12/22/2017,2.63
12/26/2017,2.68
12/27/2017,2.76
12/28/2017,2.97
12/29/2017,3.69
1/2/2018,6.24
1/3/2018,6.24
1/4/2018,4.65
1/5/2018,
1/8/2018,2.89
1/9/2018,2.93
1/10/2018,3.16
1/11/2018,3.16
1/12/2018,4.06
1/16/2018,5.46
1/17/2018,3.92
1/18/2018,3.92
1/19/2018,3.2
1/22/2018,3.13
1/23/2018,3.35
1/24/2018,3.54
1/25/2018,3.54
1/26/2018,3.58
1/29/2018,3.6
1/30/2018,3.6
1/31/2018,3.34
2/1/2018,3.06
2/2/2018,2.91
2/5/2018,2.85
2/6/2018,2.75
2/7/2018,2.74
2/8/2018,2.74
2/9/2018,2.66
2/12/2018,2.6
2/13/2018,2.58
2/14/2018,2.53
2/15/2018,2.49
2/16/2018,2.49
2/20/2018,2.61
2/21/2018,2.65
2/22/2018,2.65
2/23/2018,2.58
2/26/2018,2.6
2/27/2018,2.59
2/28/2018,2.66
3/1/2018,2.67
3/2/2018,2.67
3/5/2018,2.7
3/6/2018,2.7
3/7/2018,2.8
3/8/2018,2.8
3/9/2018,2.71
3/12/2018,2.78
3/13/2018,2.76
3/14/2018,2.69
3/15/2018,2.7
3/16/2018,2.62
3/19/2018,2.62
3/20/2018,2.71
3/21/2018,2.74
3/22/2018,2.62
3/23/2018,2.58
3/26/2018,2.63
3/27/2018,2.6
3/28/2018,2.64
3/29/2018,2.81
4/2/2018,2.75
4/3/2018,2.75
4/4/2018,2.81
4/5/2018,2.81
4/6/2018,2.81
4/9/2018,2.78
4/10/2018,2.78
4/11/2018,2.74
4/12/2018,2.76
4/13/2018,2.82
4/16/2018,2.88
4/17/2018,2.84
4/18/2018,2.85
4/19/2018,2.8
4/20/2018,2.78
4/23/2018,2.78
4/24/2018,2.79
4/25/2018,2.81
4/26/2018,2.81
4/27/2018,2.82
4/30/2018,2.75
5/1/2018,2.75
5/2/2018,2.77
5/3/2018,2.75
5/4/2018,2.75
5/7/2018,2.74
5/8/2018,2.77
5/9/2018,2.75
5/10/2018,2.78
5/11/2018,2.75
5/14/2018,2.84
5/15/2018,2.83
5/16/2018,2.85
5/17/2018,2.75
5/18/2018,2.75
5/21/2018,2.77
5/22/2018,2.76
5/23/2018,2.89
5/24/2018,2.88
5/25/2018,2.88
5/29/2018,2.84
5/30/2018,2.83
5/31/2018,2.94
6/1/2018,2.91
6/4/2018,2.89
6/5/2018,2.89
6/6/2018,2.89
6/7/2018,3.02
6/8/2018,2.91
6/11/2018,3
6/12/2018,2.98
6/13/2018,2.98
6/14/2018,2.99
6/15/2018,3.02
6/18/2018,2.99
6/19/2018,2.95
6/20/2018,2.96
6/21/2018,3.08
6/22/2018,2.95
6/25/2018,2.96
6/26/2018,2.98
6/27/2018,3.01
6/28/2018,2.99
6/29/2018,2.96
7/2/2018,2.9
7/3/2018,2.9
7/5/2018,2.91
7/6/2018,2.91
7/9/2018,2.9
7/10/2018,2.9
7/11/2018,2.89
7/12/2018,2.89
7/13/2018,2.86
7/16/2018,2.76
7/17/2018,2.81
7/18/2018,2.8
7/19/2018,2.75
7/20/2018,2.79
7/23/2018,2.79
7/24/2018,2.73
7/25/2018,2.82
7/26/2018,2.82
7/27/2018,2.78
7/30/2018,2.75
7/31/2018,2.82
8/1/2018,2.8
8/2/2018,2.77
8/3/2018,2.86
8/6/2018,2.85
8/7/2018,2.95
8/8/2018,2.99
8/9/2018,3.02
8/10/2018,2.96
8/13/2018,2.92
8/14/2018,3.02
8/15/2018,3.02
8/16/2018,3.02
8/17/2018,3.01
8/20/2018,3.04
8/21/2018,3.01
8/22/2018,3.02
8/23/2018,3.01
8/24/2018,2.99
8/27/2018,2.98
8/28/2018,2.98
8/29/2018,2.96
8/30/2018,2.96
8/31/2018,2.98
9/4/2018,2.96
9/5/2018,3
9/6/2018,2.93
9/7/2018,2.88
9/10/2018,2.9
9/11/2018,2.94
9/12/2018,2.98
9/13/2018,2.94
9/14/2018,2.91
9/17/2018,2.95
9/18/2018,3
9/19/2018,3.11
9/20/2018,3.07
9/21/2018,3.02
9/24/2018,3.04
9/25/2018,3.12
9/26/2018,3.1
9/27/2018,3.05
9/28/2018,3.01
10/1/2018,3.13
10/2/2018,3.14
10/3/2018,3.26
10/4/2018,3.39
10/5/2018,3.25
10/8/2018,3.28
10/9/2018,3.4
10/10/2018,3.45
10/11/2018,3.16
10/12/2018,3.19
10/15/2018,3.26
10/16/2018,3.27
10/17/2018,3.3
10/18/2018,3.28
10/19/2018,3.2
10/22/2018,3.2
10/23/2018,3.28
10/24/2018,3.42
10/25/2018,3.42
10/26/2018,3.27
10/29/2018,3.2
10/30/2018,3.27
10/31/2018,3.31
11/1/2018,3.36
11/2/2018,3.26
11/5/2018,3.53
11/6/2018,3.53
11/7/2018,3.54
11/8/2018,3.54
11/9/2018,3.74
11/12/2018,3.96
11/13/2018,4.1
11/14/2018,4.1
11/15/2018,4.69
11/16/2018,4.3
11/19/2018,4.65
11/20/2018,4.65
11/21/2018,4.7
11/26/2018,4.28
11/27/2018,4.28
11/28/2018,4.5
11/29/2018,4.5
11/30/2018,4.61
12/3/2018,4.4
12/4/2018,4.4
12/5/2018,4.69
12/6/2018,4.44
12/7/2018,4.51
12/10/2018,4.54
12/11/2018,4.53
12/12/2018,4.53
12/13/2018,4.31
12/14/2018,3.99
12/17/2018,3.8
12/18/2018,3.8
12/19/2018,3.64
12/20/2018,3.7
12/21/2018,3.7
12/26/2018,3.42
12/27/2018,3.1
12/28/2018,3.25
1/2/2019,3.25
1/3/2019,2.72
1/4/2019,2.8
1/7/2019,2.74
1/8/2019,2.89
1/9/2019,2.92
1/10/2019,2.95
1/11/2019,2.95
1/14/2019,3.36
1/15/2019,3.54
1/16/2019,3.58
1/17/2019,3.58
1/18/2019,3.43
1/22/2019,3.43
1/23/2019,3.13
1/24/2019,3.13
1/25/2019,3.07
1/28/2019,3.05
1/29/2019,2.94
1/30/2019,3
1/31/2019,2.82
2/1/2019,2.7
2/4/2019,2.57
2/5/2019,2.54
2/6/2019,2.58
2/7/2019,2.62
2/8/2019,2.66
2/11/2019,2.76
2/12/2019,2.71
2/13/2019,2.61
2/14/2019,2.61
2/15/2019,2.59
2/19/2019,2.69
2/20/2019,2.69
2/21/2019,2.73
2/22/2019,2.74
2/25/2019,2.84
2/26/2019,2.74
2/27/2019,2.89
2/28/2019,2.89
3/1/2019,3.19
3/4/2019,4.25
3/5/2019,3.18
3/6/2019,3.18
3/7/2019,2.9
3/8/2019,2.9
3/11/2019,2.86
3/12/2019,2.83
3/13/2019,2.87
3/14/2019,2.95
3/15/2019,2.95
3/18/2019,2.9
3/19/2019,2.92
3/20/2019,2.86
3/21/2019,2.86
3/22/2019,2.75
3/25/2019,2.72
3/26/2019,2.74
3/27/2019,2.69
3/28/2019,2.69
3/29/2019,2.73
4/1/2019,2.73
4/2/2019,2.76
4/3/2019,2.74
4/4/2019,2.66
4/5/2019,2.62
4/8/2019,2.72
4/9/2019,2.71
4/10/2019,2.72
4/11/2019,2.72
4/12/2019,2.75
4/15/2019,2.75
4/16/2019,2.66
4/17/2019,2.55
4/18/2019,2.54
4/22/2019,2.61
4/23/2019,2.53
4/24/2019,2.53
4/25/2019,2.54
4/26/2019,2.58
4/29/2019,2.58
4/30/2019,2.59
5/1/2019,2.59
5/2/2019,2.63
5/3/2019,2.59
5/6/2019,2.54
5/7/2019,2.54
5/8/2019,2.64
5/9/2019,2.62
5/10/2019,2.64
5/13/2019,2.71
5/14/2019,2.7
5/15/2019,2.69
5/16/2019,2.62
5/17/2019,2.61
5/20/2019,2.7
5/21/2019,2.73
5/22/2019,2.73
5/23/2019,2.56
5/24/2019,2.6
5/28/2019,2.65
5/29/2019,2.69
5/30/2019,2.69
5/31/2019,2.59
6/3/2019,2.5
6/4/2019,2.45
6/5/2019,2.45
6/6/2019,2.4
6/7/2019,2.43
6/10/2019,2.42
6/11/2019,2.41
6/12/2019,2.43
6/13/2019,2.43
6/14/2019,2.37
6/17/2019,2.46
6/18/2019,2.44
6/19/2019,2.43
6/20/2019,2.38
6/21/2019,2.27
6/24/2019,2.31
6/25/2019,2.31
6/26/2019,2.34
6/27/2019,2.32
6/28/2019,2.42
7/1/2019,2.33
7/2/2019,2.3
7/3/2019,2.29
7/8/2019,2.39
7/9/2019,2.41
7/10/2019,2.49
7/11/2019,2.54
7/12/2019,2.54
7/15/2019,2.53
7/16/2019,2.53
7/17/2019,2.44
7/18/2019,2.38
7/19/2019,2.3
7/22/2019,2.33
7/23/2019,2.34
7/24/2019,2.33
7/25/2019,2.26
7/26/2019,2.23
7/29/2019,2.23
7/30/2019,2.22
7/31/2019,2.28
8/1/2019,2.36
8/2/2019,2.12
8/5/2019,2.02
8/6/2019,2.15
8/7/2019,2.18
8/8/2019,2.13
8/9/2019,2.09
8/12/2019,2.21
8/13/2019,2.24
8/14/2019,2.22
8/15/2019,2.19
8/16/2019,2.2
8/19/2019,2.26
8/20/2019,2.35
8/21/2019,2.31
8/22/2019,2.28
8/23/2019,2.15
8/26/2019,2.23
8/27/2019,2.24
8/28/2019,2.24
8/29/2019,2.36
8/30/2019,2.33
9/3/2019,2.39
9/4/2019,2.48
9/5/2019,2.49
9/6/2019,2.49
9/9/2019,2.65
9/10/2019,2.67
9/11/2019,2.63
9/12/2019,2.62
9/13/2019,2.61
9/16/2019,2.75
9/17/2019,2.7
9/18/2019,2.72
9/19/2019,2.65
9/20/2019,2.34
9/23/2019,2.55
9/24/2019,2.55
9/25/2019,2.54
9/26/2019,2.57
9/27/2019,2.41
9/30/2019,2.37
10/1/2019,2.36
10/2/2019,2.36
10/3/2019,2.31
10/4/2019,2.25
10/7/2019,2.36
10/8/2019,2.29
10/9/2019,2.26
10/10/2019,2.26
10/11/2019,2.13
10/14/2019,2.13
10/15/2019,2.29
10/16/2019,2.44
10/17/2019,2.29
10/18/2019,2.08
10/21/2019,2.13
10/22/2019,2.21
10/23/2019,2.34
10/24/2019,2.33
10/25/2019,2.26
10/28/2019,2.49
10/29/2019,2.61
10/30/2019,2.71
10/31/2019,2.73
11/1/2019,2.54
11/4/2019,2.77
11/5/2019,2.77
11/6/2019,2.82
11/7/2019,2.84
11/8/2019,2.87
11/12/2019,2.72
11/13/2019,2.66
11/14/2019,2.68
11/15/2019,2.7
11/18/2019,2.64
11/19/2019,2.53
11/20/2019,2.56
11/21/2019,2.53
11/22/2019,2.62
11/25/2019,2.51
11/26/2019,2.51
11/27/2019,2.46
11/29/2019,2.46
12/2/2019,2.29
12/3/2019,2.42
12/4/2019,2.43
12/5/2019,2.42
12/6/2019,2.31
12/9/2019,2.17
12/10/2019,2.18
12/11/2019,2.28
12/12/2019,2.28
12/13/2019,2.28
12/16/2019,2.34
12/17/2019,2.3
12/18/2019,2.26
12/19/2019,2.21
12/20/2019,2.27
12/23/2019,2.17
12/24/2019,2.11
12/26/2019,2.09
12/27/2019,1.75
12/30/2019,2.06
12/31/2019,2.09
1/2/2020,2.05
1/3/2020,2.06
1/6/2020,2.1
1/7/2020,2.17
1/8/2020,2.09
1/9/2020,2.05
1/10/2020,2.05
1/13/2020,2.03
1/14/2020,2.15
1/15/2020,2.01
1/16/2020,2.06
1/17/2020,2.07
1/21/2020,1.98
1/22/2020,1.89
1/23/2020,1.95
1/24/2020,1.91
1/27/2020,2.03
1/28/2020,1.96
1/29/2020,1.93
1/30/2020,1.94
1/31/2020,1.91
2/3/2020,1.9
2/4/2020,1.89
2/5/2020,1.89
2/6/2020,1.86
2/7/2020,1.93
2/10/2020,1.85
2/11/2020,1.85
2/12/2020,1.91
2/13/2020,1.95
2/14/2020,1.93
2/18/2020,2.04
2/19/2020,2.01
2/20/2020,1.98
2/21/2020,1.96
2/24/2020,1.94
2/25/2020,1.93
2/26/2020,1.96
2/27/2020,1.78
2/28/2020,1.79
3/1/2020,1.79
3/2/2020,1.75
3/3/2020,1.78
3/4/2020,1.83
3/5/2020,1.89
3/6/2020,1.76
3/8/2020,1.76
3/9/2020,1.74
3/10/2020,1.91
3/11/2020,1.96
3/12/2020,1.82
3/13/2020,1.94
3/15/2020,1.94
3/16/2020,1.89
3/17/2020,1.89
3/18/2020,1.73
3/19/2020,1.68
3/20/2020,1.76
3/22/2020,1.76
3/23/2020,1.7
3/24/2020,1.73
3/25/2020,1.8
3/26/2020,1.73
3/27/2020,1.7
3/29/2020,1.7
3/30/2020,1.65
3/31/2020,1.71
4/1/2020,1.69
4/2/2020,1.55
4/3/2020,1.5
4/6/2020,1.64
4/7/2020,1.83
4/8/2020,1.86
4/9/2020,1.74
4/13/2020,1.86
4/14/2020,1.76
4/15/2020,1.68
4/16/2020,1.59
4/17/2020,1.71
4/20/2020,1.78
4/21/2020,1.92
4/22/2020,1.9
4/23/2020,1.86
4/24/2020,1.81
4/27/2020,1.68
4/28/2020,1.8
4/29/2020,1.73
4/30/2020,1.63
5/1/2020,1.69
5/4/2020,1.78
5/5/2020,1.93
5/6/2020,1.9
5/7/2020,1.84
5/8/2020,1.74
5/11/2020,1.7
5/12/2020,1.61
5/13/2020,1.56
5/14/2020,1.6
5/15/2020,1.66
5/18/2020,1.77
5/19/2020,1.85
5/20/2020,1.83
5/21/2020,1.75
5/22/2020,1.7
5/26/2020,1.79
5/27/2020,1.78
5/28/2020,1.79
5/29/2020,1.7
6/1/2020,1.59
6/2/2020,1.58
6/3/2020,1.84
6/4/2020,1.68
6/5/2020,1.8
6/8/2020,1.68
6/9/2020,1.68
6/10/2020,1.72
6/11/2020,1.77
6/12/2020,1.67
6/15/2020,1.64
6/16/2020,1.43
6/17/2020,1.55
6/18/2020,1.51
6/19/2020,1.49
6/22/2020,1.64
6/23/2020,1.61
6/24/2020,1.64
6/25/2020,1.53
6/26/2020,1.42
6/29/2020,1.67
6/30/2020,1.76
7/1/2020,1.69
7/6/2020,1.71
7/7/2020,1.76
7/8/2020,1.78
7/9/2020,1.88
7/10/2020,1.79
7/13/2020,1.75
7/14/2020,1.74
7/15/2020,1.76
7/16/2020,1.79
7/17/2020,1.79
7/20/2020,1.71
7/21/2020,1.66
7/22/2020,1.69
7/23/2020,1.75
7/24/2020,1.77
7/27/2020,1.85
7/28/2020,1.83
7/29/2020,1.77
7/30/2020,1.81
7/31/2020,1.83
8/3/2020,1.95
8/4/2020,2.07
8/5/2020,2.23
8/6/2020,2.26
8/7/2020,2.15
8/10/2020,2.18
8/11/2020,2.19
8/12/2020,2.05
8/13/2020,2.19
8/14/2020,2.23
8/17/2020,2.32
8/18/2020,2.45
8/19/2020,2.43
8/20/2020,2.35
8/21/2020,2.39
8/24/2020,2.57
8/25/2020,2.54
8/26/2020,2.52
8/27/2020,2.52
8/28/2020,2.46
8/31/2020,2.3
9/1/2020,2.22
